MG[4],MG[3],MG[2],MG[1],MG[0],MG[1]
1.32964,1.34061,1.34546,1.33748,1.31244,1.27317
1.34061,1.34546,1.33748,1.31244,1.27317,1.22722
1.34546,1.33748,1.31244,1.27317,1.22722,1.1817
1.33748,1.31244,1.27317,1.22722,1.1817,1.14134
1.31244,1.27317,1.22722,1.1817,1.14134,1.10845
1.27317,1.22722,1.1817,1.14134,1.10845,1.08341
1.22722,1.1817,1.14134,1.10845,1.08341,1.06518
1.1817,1.14134,1.10845,1.08341,1.06518,1.0517
1.14134,1.10845,1.08341,1.06518,1.0517,1.04038
1.10845,1.08341,1.06518,1.0517,1.04038,1.02842
1.08341,1.06518,1.0517,1.04038,1.02842,1.01311
1.06518,1.0517,1.04038,1.02842,1.01311,0.992168
1.0517,1.04038,1.02842,1.01311,0.992168,0.964165
1.04038,1.02842,1.01311,0.992168,0.964165,0.928878
1.02842,1.01311,0.992168,0.964165,0.928878,0.887316
1.01311,0.992168,0.964165,0.928878,0.887316,0.841323
0.992168,0.964165,0.928878,0.887316,0.841323,0.792989
0.964165,0.928878,0.887316,0.841323,0.792989,0.744184
0.928878,0.887316,0.841323,0.792989,0.744184,0.696329
0.887316,0.841323,0.792989,0.744184,0.696329,0.650371
0.841323,0.792989,0.744184,0.696329,0.650371,0.606848
0.792989,0.744184,0.696329,0.650371,0.606848,0.565978
0.744184,0.696329,0.650371,0.606848,0.565978,0.527755
0.696329,0.650371,0.606848,0.565978,0.527755,0.492027
0.650371,0.606848,0.565978,0.527755,0.492027,0.458589
0.606848,0.565978,0.527755,0.492027,0.458589,0.427285
0.565978,0.527755,0.492027,0.458589,0.427285,0.398131
0.527755,0.492027,0.458589,0.427285,0.398131,0.371483
0.492027,0.458589,0.427285,0.398131,0.371483,0.348182
0.458589,0.427285,0.398131,0.371483,0.348182,0.329604
0.427285,0.398131,0.371483,0.348182,0.329604,0.31753
0.398131,0.371483,0.348182,0.329604,0.31753,0.313833
0.371483,0.348182,0.329604,0.31753,0.313833,0.319905
0.348182,0.329604,0.31753,0.313833,0.319905,0.33596
0.329604,0.31753,0.313833,0.319905,0.33596,0.360705
0.31753,0.313833,0.319905,0.33596,0.360705,0.391758
0.313833,0.319905,0.33596,0.360705,0.391758,0.426546
0.319905,0.33596,0.360705,0.391758,0.426546,0.463102
0.33596,0.360705,0.391758,0.426546,0.463102,0.500501
0.360705,0.391758,0.426546,0.463102,0.500501,0.538976
0.391758,0.426546,0.463102,0.500501,0.538976,0.579801
0.426546,0.463102,0.500501,0.538976,0.579801,0.624936
0.463102,0.500501,0.538976,0.579801,0.624936,0.676259
0.500501,0.538976,0.579801,0.624936,0.676259,0.734312
0.538976,0.579801,0.624936,0.676259,0.734312,0.797125
0.579801,0.624936,0.676259,0.734312,0.797125,0.860291
0.624936,0.676259,0.734312,0.797125,0.860291,0.918661
0.676259,0.734312,0.797125,0.860291,0.918661,0.968262
0.734312,0.797125,0.860291,0.918661,0.968262,1.00707
0.797125,0.860291,0.918661,0.968262,1.00707,1.0347
0.860291,0.918661,0.968262,1.00707,1.0347,1.05178
0.918661,0.968262,1.00707,1.0347,1.05178,1.05942
0.968262,1.00707,1.0347,1.05178,1.05942,1.05885
1.00707,1.0347,1.05178,1.05942,1.05885,1.05129
1.0347,1.05178,1.05942,1.05885,1.05129,1.03784
1.05178,1.05942,1.05885,1.05129,1.03784,1.0195
1.05942,1.05885,1.05129,1.03784,1.0195,0.997164
1.05885,1.05129,1.03784,1.0195,0.997164,0.97174
1.05129,1.03784,1.0195,0.997164,0.97174,0.944201
1.03784,1.0195,0.997164,0.97174,0.944201,0.9157
1.0195,0.997164,0.97174,0.944201,0.9157,0.887636
0.997164,0.97174,0.944201,0.9157,0.887636,0.861638
0.97174,0.944201,0.9157,0.887636,0.861638,0.839454
0.944201,0.9157,0.887636,0.861638,0.839454,0.8227
0.9157,0.887636,0.861638,0.839454,0.8227,0.812568
0.887636,0.861638,0.839454,0.8227,0.812568,0.809656
0.861638,0.839454,0.8227,0.812568,0.809656,0.813983
0.839454,0.8227,0.812568,0.809656,0.813983,0.825163
0.8227,0.812568,0.809656,0.813983,0.825163,0.842648
0.812568,0.809656,0.813983,0.825163,0.842648,0.865956
0.809656,0.813983,0.825163,0.842648,0.865956,0.894825
0.813983,0.825163,0.842648,0.865956,0.894825,0.929204
0.825163,0.842648,0.865956,0.894825,0.929204,0.968883
0.842648,0.865956,0.894825,0.929204,0.968883,1.01245
0.865956,0.894825,0.929204,0.968883,1.01245,1.05567
0.894825,0.929204,0.968883,1.01245,1.05567,1.0909
0.929204,0.968883,1.01245,1.05567,1.0909,1.11046
0.968883,1.01245,1.05567,1.0909,1.11046,1.11172
1.01245,1.05567,1.0909,1.11046,1.11172,1.09771
1.05567,1.0909,1.11046,1.11172,1.09771,1.07394
1.0909,1.11046,1.11172,1.09771,1.07394,1.04572
1.11046,1.11172,1.09771,1.07394,1.04572,1.01734
1.11172,1.09771,1.07394,1.04572,1.01734,0.992013
1.09771,1.07394,1.04572,1.01734,0.992013,0.972185
1.07394,1.04572,1.01734,0.992013,0.972185,0.959696
1.04572,1.01734,0.992013,0.972185,0.959696,0.955864
1.01734,0.992013,0.972185,0.959696,0.955864,0.96141
0.992013,0.972185,0.959696,0.955864,0.96141,0.976277
0.972185,0.959696,0.955864,0.96141,0.976277,0.999455
0.959696,0.955864,0.96141,0.976277,0.999455,1.02898
0.955864,0.96141,0.976277,0.999455,1.02898,1.06226
0.96141,0.976277,0.999455,1.02898,1.06226,1.09665
0.976277,0.999455,1.02898,1.06226,1.09665,1.13002
0.999455,1.02898,1.06226,1.09665,1.13002,1.16109
1.02898,1.06226,1.09665,1.13002,1.16109,1.18938
1.06226,1.09665,1.13002,1.16109,1.18938,1.21488
1.09665,1.13002,1.16109,1.18938,1.21488,1.23776
1.13002,1.16109,1.18938,1.21488,1.23776,1.25795
1.16109,1.18938,1.21488,1.23776,1.25795,1.27491
1.18938,1.21488,1.23776,1.25795,1.27491,1.28742
1.21488,1.23776,1.25795,1.27491,1.28742,1.29332
1.23776,1.25795,1.27491,1.28742,1.29332,1.28957
1.25795,1.27491,1.28742,1.29332,1.28957,1.27269
1.27491,1.28742,1.29332,1.28957,1.27269,1.24041
1.28742,1.29332,1.28957,1.27269,1.24041,1.19402
1.29332,1.28957,1.27269,1.24041,1.19402,1.13903
1.28957,1.27269,1.24041,1.19402,1.13903,1.0828
1.27269,1.24041,1.19402,1.13903,1.0828,1.03177
1.24041,1.19402,1.13903,1.0828,1.03177,0.990602
1.19402,1.13903,1.0828,1.03177,0.990602,0.962179
1.13903,1.0828,1.03177,0.990602,0.962179,0.94754
1.0828,1.03177,0.990602,0.962179,0.94754,0.945798
1.03177,0.990602,0.962179,0.94754,0.945798,0.954395
0.990602,0.962179,0.94754,0.945798,0.954395,0.969796
0.962179,0.94754,0.945798,0.954395,0.969796,0.988252
0.94754,0.945798,0.954395,0.969796,0.988252,1.00623
0.945798,0.954395,0.969796,0.988252,1.00623,1.02042
0.954395,0.969796,0.988252,1.00623,1.02042,1.02767
0.969796,0.988252,1.00623,1.02042,1.02767,1.02512
0.988252,1.00623,1.02042,1.02767,1.02512,1.01091
1.00623,1.02042,1.02767,1.02512,1.01091,0.984905
1.02042,1.02767,1.02512,1.01091,0.984905,0.948799
1.02767,1.02512,1.01091,0.984905,0.948799,0.905341
1.02512,1.01091,0.984905,0.948799,0.905341,0.857391
1.01091,0.984905,0.948799,0.905341,0.857391,0.807342
0.984905,0.948799,0.905341,0.857391,0.807342,0.756965
0.948799,0.905341,0.857391,0.807342,0.756965,0.707491
0.905341,0.857391,0.807342,0.756965,0.707491,0.659776
0.857391,0.807342,0.756965,0.707491,0.659776,0.614453
0.807342,0.756965,0.707491,0.659776,0.614453,0.572069
0.756965,0.707491,0.659776,0.614453,0.572069,0.533215
0.707491,0.659776,0.614453,0.572069,0.533215,0.498693
0.659776,0.614453,0.572069,0.533215,0.498693,0.469775
0.614453,0.572069,0.533215,0.498693,0.469775,0.448578
0.572069,0.533215,0.498693,0.469775,0.448578,0.43838
0.533215,0.498693,0.469775,0.448578,0.43838,0.443261
0.498693,0.469775,0.448578,0.43838,0.443261,0.466284
0.469775,0.448578,0.43838,0.443261,0.466284,0.506829
0.448578,0.43838,0.443261,0.466284,0.506829,0.55988
0.43838,0.443261,0.466284,0.506829,0.55988,0.618431
0.443261,0.466284,0.506829,0.55988,0.618431,0.676271
0.466284,0.506829,0.55988,0.618431,0.676271,0.728916
0.506829,0.55988,0.618431,0.676271,0.728916,0.773342
0.55988,0.618431,0.676271,0.728916,0.773342,0.807744
0.618431,0.676271,0.728916,0.773342,0.807744,0.831627
0.676271,0.728916,0.773342,0.807744,0.831627,0.845964
0.728916,0.773342,0.807744,0.831627,0.845964,0.85313
0.773342,0.807744,0.831627,0.845964,0.85313,0.856644
0.807744,0.831627,0.845964,0.85313,0.856644,0.860839
0.831627,0.845964,0.85313,0.856644,0.860839,0.870367
0.845964,0.85313,0.856644,0.860839,0.870367,0.889296
0.85313,0.856644,0.860839,0.870367,0.889296,0.919621
0.856644,0.860839,0.870367,0.889296,0.919621,0.959833
0.860839,0.870367,0.889296,0.919621,0.959833,1.00502
0.870367,0.889296,0.919621,0.959833,1.00502,1.04899
0.889296,0.919621,0.959833,1.00502,1.04899,1.08668
0.919621,0.959833,1.00502,1.04899,1.08668,1.1152
0.959833,1.00502,1.04899,1.08668,1.1152,1.1336
1.00502,1.04899,1.08668,1.1152,1.1336,1.1422
1.04899,1.08668,1.1152,1.1336,1.1422,1.14196
1.08668,1.1152,1.1336,1.1422,1.14196,1.13421
1.1152,1.1336,1.1422,1.14196,1.13421,1.12043
1.1336,1.1422,1.14196,1.13421,1.12043,1.1023
1.1422,1.14196,1.13421,1.12043,1.1023,1.08175
1.14196,1.13421,1.12043,1.1023,1.08175,1.06123
1.13421,1.12043,1.1023,1.08175,1.06123,1.04373
1.12043,1.1023,1.08175,1.06123,1.04373,1.03257
1.1023,1.08175,1.06123,1.04373,1.03257,1.03057
1.08175,1.06123,1.04373,1.03257,1.03057,1.03915
1.06123,1.04373,1.03257,1.03057,1.03915,1.05792
1.04373,1.03257,1.03057,1.03915,1.05792,1.08473
1.03257,1.03057,1.03915,1.05792,1.08473,1.11611
1.03057,1.03915,1.05792,1.08473,1.11611,1.14818
1.03915,1.05792,1.08473,1.11611,1.14818,1.17783
1.05792,1.08473,1.11611,1.14818,1.17783,1.20365
1.08473,1.11611,1.14818,1.17783,1.20365,1.22574
1.11611,1.14818,1.17783,1.20365,1.22574,1.24485
1.14818,1.17783,1.20365,1.22574,1.24485,1.26163
1.17783,1.20365,1.22574,1.24485,1.26163,1.27619
1.20365,1.22574,1.24485,1.26163,1.27619,1.28789
1.22574,1.24485,1.26163,1.27619,1.28789,1.29493
1.24485,1.26163,1.27619,1.28789,1.29493,1.29383
1.26163,1.27619,1.28789,1.29493,1.29383,1.27983
1.27619,1.28789,1.29493,1.29383,1.27983,1.24983
1.28789,1.29493,1.29383,1.27983,1.24983,1.20513
1.29493,1.29383,1.27983,1.24983,1.20513,1.15055
1.29383,1.27983,1.24983,1.20513,1.15055,1.09161
1.27983,1.24983,1.20513,1.15055,1.09161,1.03278
1.24983,1.20513,1.15055,1.09161,1.03278,0.977298
1.20513,1.15055,1.09161,1.03278,0.977298,0.927434
1.15055,1.09161,1.03278,0.977298,0.927434,0.884841
1.09161,1.03278,0.977298,0.927434,0.884841,0.850774
1.03278,0.977298,0.927434,0.884841,0.850774,0.826123
0.977298,0.927434,0.884841,0.850774,0.826123,0.811242
0.927434,0.884841,0.850774,0.826123,0.811242,0.805603
0.884841,0.850774,0.826123,0.811242,0.805603,0.807413
0.850774,0.826123,0.811242,0.805603,0.807413,0.81352
0.826123,0.811242,0.805603,0.807413,0.81352,0.819826
0.811242,0.805603,0.807413,0.81352,0.819826,0.822047
0.805603,0.807413,0.81352,0.819826,0.822047,0.816616
0.807413,0.81352,0.819826,0.822047,0.816616,0.801598
0.81352,0.819826,0.822047,0.816616,0.801598,0.777247
0.819826,0.822047,0.816616,0.801598,0.777247,0.745616
0.822047,0.816616,0.801598,0.777247,0.745616,0.709431
0.816616,0.801598,0.777247,0.745616,0.709431,0.671095
0.801598,0.777247,0.745616,0.709431,0.671095,0.632309
0.777247,0.745616,0.709431,0.671095,0.632309,0.594134
0.745616,0.709431,0.671095,0.632309,0.594134,0.557216
0.709431,0.671095,0.632309,0.594134,0.557216,0.52198
0.671095,0.632309,0.594134,0.557216,0.52198,0.488787
0.632309,0.594134,0.557216,0.52198,0.488787,0.458072
0.594134,0.557216,0.52198,0.488787,0.458072,0.430559
0.557216,0.52198,0.488787,0.458072,0.430559,0.407516
0.52198,0.488787,0.458072,0.430559,0.407516,0.391031
0.488787,0.458072,0.430559,0.407516,0.391031,0.38423
0.458072,0.430559,0.407516,0.391031,0.38423,0.391238
0.430559,0.407516,0.391031,0.38423,0.391238,0.41628
0.407516,0.391031,0.38423,0.391238,0.41628,0.461418
0.391031,0.38423,0.391238,0.41628,0.461418,0.524178
0.38423,0.391238,0.41628,0.461418,0.524178,0.597874
0.391238,0.41628,0.461418,0.524178,0.597874,0.674825
0.41628,0.461418,0.524178,0.597874,0.674825,0.749295
0.461418,0.524178,0.597874,0.674825,0.749295,0.818281
0.524178,0.597874,0.674825,0.749295,0.818281,0.880873
0.597874,0.674825,0.749295,0.818281,0.880873,0.93727
0.674825,0.749295,0.818281,0.880873,0.93727,0.988015
0.749295,0.818281,0.880873,0.93727,0.988015,1.03359
0.818281,0.880873,0.93727,0.988015,1.03359,1.07442
0.880873,0.93727,0.988015,1.03359,1.07442,1.11108
0.93727,0.988015,1.03359,1.07442,1.11108,1.14426
0.988015,1.03359,1.07442,1.11108,1.14426,1.17433
1.03359,1.07442,1.11108,1.14426,1.17433,1.20077
1.07442,1.11108,1.14426,1.17433,1.20077,1.2223
1.11108,1.14426,1.17433,1.20077,1.2223,1.23751
1.14426,1.17433,1.20077,1.2223,1.23751,1.24554
1.17433,1.20077,1.2223,1.23751,1.24554,1.24617
1.20077,1.2223,1.23751,1.24554,1.24617,1.23973
1.2223,1.23751,1.24554,1.24617,1.23973,1.22688
1.23751,1.24554,1.24617,1.23973,1.22688,1.20843
1.24554,1.24617,1.23973,1.22688,1.20843,1.18527
1.24617,1.23973,1.22688,1.20843,1.18527,1.15832
1.23973,1.22688,1.20843,1.18527,1.15832,1.12858
1.22688,1.20843,1.18527,1.15832,1.12858,1.09722
1.20843,1.18527,1.15832,1.12858,1.09722,1.06569
1.18527,1.15832,1.12858,1.09722,1.06569,1.03597
1.15832,1.12858,1.09722,1.06569,1.03597,1.01061
1.12858,1.09722,1.06569,1.03597,1.01061,0.992792
1.09722,1.06569,1.03597,1.01061,0.992792,0.985756
1.06569,1.03597,1.01061,0.992792,0.985756,0.991852
1.03597,1.01061,0.992792,0.985756,0.991852,1.01155
1.01061,0.992792,0.985756,0.991852,1.01155,1.04277
0.992792,0.985756,0.991852,1.01155,1.04277,1.08043
0.985756,0.991852,1.01155,1.04277,1.08043,1.11663
0.991852,1.01155,1.04277,1.08043,1.11663,1.14247
1.01155,1.04277,1.08043,1.11663,1.14247,1.15129
1.04277,1.08043,1.11663,1.14247,1.15129,1.14091
1.08043,1.11663,1.14247,1.15129,1.14091,1.11326
1.11663,1.14247,1.15129,1.14091,1.11326,1.07239
1.14247,1.15129,1.14091,1.11326,1.07239,1.02261
1.15129,1.14091,1.11326,1.07239,1.02261,0.967554
1.14091,1.11326,1.07239,1.02261,0.967554,0.910024
1.11326,1.07239,1.02261,0.967554,0.910024,0.85223
1.07239,1.02261,0.967554,0.910024,0.85223,0.795961
1.02261,0.967554,0.910024,0.85223,0.795961,0.742628
0.967554,0.910024,0.85223,0.795961,0.742628,0.693311
0.910024,0.85223,0.795961,0.742628,0.693311,0.648824
0.85223,0.795961,0.742628,0.693311,0.648824,0.609835
0.795961,0.742628,0.693311,0.648824,0.609835,0.576968
0.742628,0.693311,0.648824,0.609835,0.576968,0.550902
0.693311,0.648824,0.609835,0.576968,0.550902,0.532437
0.648824,0.609835,0.576968,0.550902,0.532437,0.522512
0.609835,0.576968,0.550902,0.532437,0.522512,0.522123
0.576968,0.550902,0.532437,0.522512,0.522123,0.532097
0.550902,0.532437,0.522512,0.522123,0.532097,0.552653
0.532437,0.522512,0.522123,0.532097,0.552653,0.58287
0.522512,0.522123,0.532097,0.552653,0.58287,0.620316
0.522123,0.532097,0.552653,0.58287,0.620316,0.661153
0.532097,0.552653,0.58287,0.620316,0.661153,0.700672
0.552653,0.58287,0.620316,0.661153,0.700672,0.733846
0.58287,0.620316,0.661153,0.700672,0.733846,0.755815
0.620316,0.661153,0.700672,0.733846,0.755815,0.76299
0.661153,0.700672,0.733846,0.755815,0.76299,0.75491
0.700672,0.733846,0.755815,0.76299,0.75491,0.735061
0.733846,0.755815,0.76299,0.75491,0.735061,0.709276
0.755815,0.76299,0.75491,0.735061,0.709276,0.683576
0.76299,0.75491,0.735061,0.709276,0.683576,0.66339
0.75491,0.735061,0.709276,0.683576,0.66339,0.653794
0.735061,0.709276,0.683576,0.66339,0.653794,0.659634
0.709276,0.683576,0.66339,0.653794,0.659634,0.684546
0.683576,0.66339,0.653794,0.659634,0.684546,0.728661
0.66339,0.653794,0.659634,0.684546,0.728661,0.786779
0.653794,0.659634,0.684546,0.728661,0.786779,0.849891
0.659634,0.684546,0.728661,0.786779,0.849891,0.909349
0.684546,0.728661,0.786779,0.849891,0.909349,0.959731
0.728661,0.786779,0.849891,0.909349,0.959731,0.998951
0.786779,0.849891,0.909349,0.959731,0.998951,1.02713
0.849891,0.909349,0.959731,0.998951,1.02713,1.04552
0.909349,0.959731,0.998951,1.02713,1.04552,1.05589
0.959731,0.998951,1.02713,1.04552,1.05589,1.0602
0.998951,1.02713,1.04552,1.05589,1.0602,1.06047
1.02713,1.04552,1.05589,1.0602,1.06047,1.05877
1.04552,1.05589,1.0602,1.06047,1.05877,1.05716
1.05589,1.0602,1.06047,1.05877,1.05716,1.05767
1.0602,1.06047,1.05877,1.05716,1.05767,1.06214
1.06047,1.05877,1.05716,1.05767,1.06214,1.07198
1.05877,1.05716,1.05767,1.06214,1.07198,1.0878
1.05716,1.05767,1.06214,1.07198,1.0878,1.10918
1.05767,1.06214,1.07198,1.0878,1.10918,1.13451
1.06214,1.07198,1.0878,1.10918,1.13451,1.16147
1.07198,1.0878,1.10918,1.13451,1.16147,1.18781
1.0878,1.10918,1.13451,1.16147,1.18781,1.21207
1.10918,1.13451,1.16147,1.18781,1.21207,1.23328
1.13451,1.16147,1.18781,1.21207,1.23328,1.25049
1.16147,1.18781,1.21207,1.23328,1.25049,1.26287
1.18781,1.21207,1.23328,1.25049,1.26287,1.27032
1.21207,1.23328,1.25049,1.26287,1.27032,1.27381
1.23328,1.25049,1.26287,1.27032,1.27381,1.27535
1.25049,1.26287,1.27032,1.27381,1.27535,1.27771
1.26287,1.27032,1.27381,1.27535,1.27771,1.28383
1.27032,1.27381,1.27535,1.27771,1.28383,1.29528
1.27381,1.27535,1.27771,1.28383,1.29528,1.30999
1.27535,1.27771,1.28383,1.29528,1.30999,1.32104
1.27771,1.28383,1.29528,1.30999,1.32104,1.3201
1.28383,1.29528,1.30999,1.32104,1.3201,1.30351
1.29528,1.30999,1.32104,1.3201,1.30351,1.27358
1.30999,1.32104,1.3201,1.30351,1.27358,1.23527
1.32104,1.3201,1.30351,1.27358,1.23527,1.1934
1.3201,1.30351,1.27358,1.23527,1.1934,1.15163
1.30351,1.27358,1.23527,1.1934,1.15163,1.11235
1.27358,1.23527,1.1934,1.15163,1.11235,1.07689
1.23527,1.1934,1.15163,1.11235,1.07689,1.04564
1.1934,1.15163,1.11235,1.07689,1.04564,1.01815
1.15163,1.11235,1.07689,1.04564,1.01815,0.993202
1.11235,1.07689,1.04564,1.01815,0.993202,0.969015
1.07689,1.04564,1.01815,0.993202,0.969015,0.943489
1.04564,1.01815,0.993202,0.969015,0.943489,0.914669
1.01815,0.993202,0.969015,0.943489,0.914669,0.881298
0.993202,0.969015,0.943489,0.914669,0.881298,0.84323
0.969015,0.943489,0.914669,0.881298,0.84323,0.801393
0.943489,0.914669,0.881298,0.84323,0.801393,0.757298
0.914669,0.881298,0.84323,0.801393,0.757298,0.712475
0.881298,0.84323,0.801393,0.757298,0.712475,0.668214
0.84323,0.801393,0.757298,0.712475,0.668214,0.625557
0.801393,0.757298,0.712475,0.668214,0.625557,0.585318
0.757298,0.712475,0.668214,0.625557,0.585318,0.548059
0.712475,0.668214,0.625557,0.585318,0.548059,0.514055
0.668214,0.625557,0.585318,0.548059,0.514055,0.483246
0.625557,0.585318,0.548059,0.514055,0.483246,0.455208
0.585318,0.548059,0.514055,0.483246,0.455208,0.429193
0.548059,0.514055,0.483246,0.455208,0.429193,0.404398
0.514055,0.483246,0.455208,0.429193,0.404398,0.380454
0.483246,0.455208,0.429193,0.404398,0.380454,0.357781
0.455208,0.429193,0.404398,0.380454,0.357781,0.337468
0.429193,0.404398,0.380454,0.357781,0.337468,0.320915
0.404398,0.380454,0.357781,0.337468,0.320915,0.309656
0.380454,0.357781,0.337468,0.320915,0.309656,0.305335
0.357781,0.337468,0.320915,0.309656,0.305335,0.309597
0.337468,0.320915,0.309656,0.305335,0.309597,0.323771
0.320915,0.309656,0.305335,0.309597,0.323771,0.348437
0.309656,0.305335,0.309597,0.323771,0.348437,0.383124
0.305335,0.309597,0.323771,0.348437,0.383124,0.426421
0.309597,0.323771,0.348437,0.383124,0.426421,0.476462
0.323771,0.348437,0.383124,0.426421,0.476462,0.531522
0.348437,0.383124,0.426421,0.476462,0.531522,0.590397
0.383124,0.426421,0.476462,0.531522,0.590397,0.652399
0.426421,0.476462,0.531522,0.590397,0.652399,0.716912
0.476462,0.531522,0.590397,0.652399,0.716912,0.782641
0.531522,0.590397,0.652399,0.716912,0.782641,0.847086
0.590397,0.652399,0.716912,0.782641,0.847086,0.906869
0.652399,0.716912,0.782641,0.847086,0.906869,0.958794
0.716912,0.782641,0.847086,0.906869,0.958794,1.00076
0.782641,0.847086,0.906869,0.958794,1.00076,1.032
0.847086,0.906869,0.958794,1.00076,1.032,1.05277
0.906869,0.958794,1.00076,1.032,1.05277,1.06401
0.958794,1.00076,1.032,1.05277,1.06401,1.06695
1.00076,1.032,1.05277,1.06401,1.06695,1.06294
1.032,1.05277,1.06401,1.06695,1.06294,1.05322
1.05277,1.06401,1.06695,1.06294,1.05322,1.03891
1.06401,1.06695,1.06294,1.05322,1.03891,1.02084
1.06695,1.06294,1.05322,1.03891,1.02084,0.999625
1.06294,1.05322,1.03891,1.02084,0.999625,0.975748
1.05322,1.03891,1.02084,0.999625,0.975748,0.949727
1.03891,1.02084,0.999625,0.975748,0.949727,0.922247
1.02084,0.999625,0.975748,0.949727,0.922247,0.894204
0.999625,0.975748,0.949727,0.922247,0.894204,0.866714
0.975748,0.949727,0.922247,0.894204,0.866714,0.84111
0.949727,0.922247,0.894204,0.866714,0.84111,0.818917
0.922247,0.894204,0.866714,0.84111,0.818917,0.801779
0.894204,0.866714,0.84111,0.818917,0.801779,0.791287
0.866714,0.84111,0.818917,0.801779,0.791287,0.788778
0.84111,0.818917,0.801779,0.791287,0.788778,0.795167
0.818917,0.801779,0.791287,0.788778,0.795167,0.810885
0.801779,0.791287,0.788778,0.795167,0.810885,0.83591
0.791287,0.788778,0.795167,0.810885,0.83591,0.869794
0.788778,0.795167,0.810885,0.83591,0.869794,0.911497
0.795167,0.810885,0.83591,0.869794,0.911497,0.958766
0.810885,0.83591,0.869794,0.911497,0.958766,1.00699
0.83591,0.869794,0.911497,0.958766,1.00699,1.04863
0.869794,0.911497,0.958766,1.00699,1.04863,1.07556
0.911497,0.958766,1.00699,1.04863,1.07556,1.08376
0.958766,1.00699,1.04863,1.07556,1.08376,1.07508
1.00699,1.04863,1.07556,1.08376,1.07508,1.05465
1.04863,1.07556,1.08376,1.07508,1.05465,1.02798
1.07556,1.08376,1.07508,1.05465,1.02798,0.999591
1.08376,1.07508,1.05465,1.02798,0.999591,0.972916
1.07508,1.05465,1.02798,0.999591,0.972916,0.95045
1.05465,1.02798,0.999591,0.972916,0.95045,0.934015
1.02798,0.999591,0.972916,0.95045,0.934015,0.924914
0.999591,0.972916,0.95045,0.934015,0.924914,0.924016
0.972916,0.95045,0.934015,0.924914,0.924016,0.931765
0.95045,0.934015,0.924914,0.924016,0.931765,0.948081
0.934015,0.924914,0.924016,0.931765,0.948081,0.97221
0.924914,0.924016,0.931765,0.948081,0.97221,1.00263
0.924016,0.931765,0.948081,0.97221,1.00263,1.03715
0.931765,0.948081,0.97221,1.00263,1.03715,1.07332
0.948081,0.97221,1.00263,1.03715,1.07332,1.10888
0.97221,1.00263,1.03715,1.07332,1.10888,1.14221
1.00263,1.03715,1.07332,1.10888,1.14221,1.17249
1.03715,1.07332,1.10888,1.14221,1.17249,1.1996
1.07332,1.10888,1.14221,1.17249,1.1996,1.22394
1.10888,1.14221,1.17249,1.1996,1.22394,1.24599
1.14221,1.17249,1.1996,1.22394,1.24599,1.26581
1.17249,1.1996,1.22394,1.24599,1.26581,1.28254
1.1996,1.22394,1.24599,1.26581,1.28254,1.2937
1.22394,1.24599,1.26581,1.28254,1.2937,1.29493
1.24599,1.26581,1.28254,1.2937,1.29493,1.2812
1.26581,1.28254,1.2937,1.29493,1.2812,1.25027
1.28254,1.2937,1.29493,1.2812,1.25027,1.20567
1.2937,1.29493,1.2812,1.25027,1.20567,1.15513
1.29493,1.2812,1.25027,1.20567,1.15513,1.10661
1.2812,1.25027,1.20567,1.15513,1.10661,1.06616
1.25027,1.20567,1.15513,1.10661,1.06616,1.03759
1.20567,1.15513,1.10661,1.06616,1.03759,1.02254
1.15513,1.10661,1.06616,1.03759,1.02254,1.02045
1.10661,1.06616,1.03759,1.02254,1.02045,1.02897
1.06616,1.03759,1.02254,1.02045,1.02897,1.04476
1.03759,1.02254,1.02045,1.02897,1.04476,1.06438
1.02254,1.02045,1.02897,1.04476,1.06438,1.0848
1.02045,1.02897,1.04476,1.06438,1.0848,1.10345
1.02897,1.04476,1.06438,1.0848,1.10345,1.1179
1.04476,1.06438,1.0848,1.10345,1.1179,1.12561
1.06438,1.0848,1.10345,1.1179,1.12561,1.12388
1.0848,1.10345,1.1179,1.12561,1.12388,1.11044
1.10345,1.1179,1.12561,1.12388,1.11044,1.0844
1.1179,1.12561,1.12388,1.11044,1.0844,1.04683
1.12561,1.12388,1.11044,1.0844,1.04683,1.00034
1.12388,1.11044,1.0844,1.04683,1.00034,0.948103
1.11044,1.0844,1.04683,1.00034,0.948103,0.892971
1.0844,1.04683,1.00034,0.948103,0.892971,0.83713
1.04683,1.00034,0.948103,0.892971,0.83713,0.782067
1.00034,0.948103,0.892971,0.83713,0.782067,0.728734
0.948103,0.892971,0.83713,0.782067,0.728734,0.677759
0.892971,0.83713,0.782067,0.728734,0.677759,0.629651
0.83713,0.782067,0.728734,0.677759,0.629651,0.584995
0.782067,0.728734,0.677759,0.629651,0.584995,0.54466
0.728734,0.677759,0.629651,0.584995,0.54466,0.510031
0.677759,0.629651,0.584995,0.54466,0.510031,0.483226
0.629651,0.584995,0.54466,0.510031,0.483226,0.467095
0.584995,0.54466,0.510031,0.483226,0.467095,0.464561
0.54466,0.510031,0.483226,0.467095,0.464561,0.477062
0.510031,0.483226,0.467095,0.464561,0.477062,0.502944
0.483226,0.467095,0.464561,0.477062,0.502944,0.537478
0.467095,0.464561,0.477062,0.502944,0.537478,0.574636
0.464561,0.477062,0.502944,0.537478,0.574636,0.608925
0.477062,0.502944,0.537478,0.574636,0.608925,0.636337
